"x"
"ARCA"
"GOBE"
"HAOD"
"HYGL"
"HYPO"
"MEDI"
"PEAI"
"PEDU"
"PLDE"
"POCA"
"POLE"
"PTGA"
"STPA"
"TRCY"
"TROR"
"VERO"
"WAAC"
"BRIB"
"BRPE"
"BUSE"
"CAER"
"CAHI"
"CHEI"
"DAGL"
"ELSC"
"EROD"
"MOMO"
"POMU"
"PTEX"
"SCER"
"SINO"
"STFI"
"UNSP1"
"VECY"
"VUBR"
"others"
