"x"
"ARCA"
"GOPU"
"HYGL"
"MEDI"
"PEAI"
"PLDE"
"POCA"
"PTGA"
"STPA"
"TRCY"
"VERO"
"WAAC"
"ACUL"
"ARCO"
"BRIB"
"CAER"
"CAHI"
"CHPS"
"ECPL"
"ELSC"
"GITE"
"GOBE"
"HAOD"
"HYPO"
"MOMO"
"NIRO"
"PEDU"
"POLE"
"POMU"
"SCER"
"others"
