"com","medRI","minRI","maxRI","medwc","minwc","maxwc","medMod","minMod","maxMod","medrF_sum_aij","minrF_sum_aij","maxrF_sum_aij","medrC_sum_aij","minrC_sum_aij","maxrC_sum_aij","medaii","minaii","maxaii","medsd_aij","minsd_aij","maxsd_aij"
1,0.328671328671329,0.202797202797203,0.468531468531469,0.539062138373706,0.501889162840063,0.573566103088349,0.210492725437216,0.144497433943848,0.276201904912256,-0.007412985188089,-0.0101417318681947,-0.00538596138518903,0.0103930102678,0.0084486719257972,0.0126480436919042,0.00486517591289712,0.00186303988417086,0.00634130823511081,0.0483461899890201,0.0397106147082232,0.0607950022019409
2,0.349450549450549,0.252747252747253,0.463736263736264,0.600651395223948,0.56412431914725,0.638290039104782,0.231066818974741,0.180786175903542,0.279512414864339,-0.00659299588567323,-0.00843715757988246,-0.00499789776531246,0.0140981624606263,0.0116529169913163,0.0165522484883089,0.00527387284825653,0.00423758102102565,0.00681260901126021,0.0409449968832794,0.03428697244447,0.0511990555469229
3,0.191176470588235,0.122549019607843,0.265196078431373,0.48552731509122,0.454914787374558,0.517168227285327,0.262112130744114,0.220028030782377,0.303629516216732,-0.0115435742656749,-0.0141601838497576,-0.00901453085384384,0.0137123779240013,0.0114621955717628,0.0160256065259584,0.00443080115157176,0.00282938057077326,0.00777423797647883,0.0675991321984786,0.0539919552315276,0.0833915386248465
