"sum_aij","sum_|aij|","sum_aji","sum_|aji|","C_sum_aij","C_sum_aji","F_sum_aij","F_sum_aji","aii","aii>0","H.in","H.out","perc.exploited","perc.exploiter","perc.fullcomp","perc.coop","comp.rank","eff.comp","eff.comp.intra","com.abund","rel.abund","com","rC_sum_aij","rF_sum_aij","LD","wc","RI","mean_aij","sd_aij","mod","comm"
-0.0165849714371756,0.216733913393935,0.0288820197394867,0.206015691717841,0.107739922693831,0.0958859689595043,-0.128640947171631,-0.125449368574377,0.00574977447526236,1,2.7483687399114,2.74200149813779,0.363636363636364,0.272727272727273,0.318181818181818,0.0909090909090909,0.458333333333333,0.0104968544482801,0.0222623694695595,384.5,0.0311109313051218,1,0.00897832689115261,-0.0107200789309693,6.23390021090771,0.519491684242309,0.202797202797203,0.000127146436139292,0.0571452198092968,0.118545216764598,1
0.0514677588149723,0.271562893508369,0.07143870392156,0.219784746091818,0.121101510355223,0.14467344281529,-0.0823277212522385,-0.0563871769425168,0.00674940680519486,1,2.5887859331225,2.727989017493,0.181818181818182,0.181818181818182,0.454545454545455,0.0909090909090909,0.5,0.0149482299985319,0.0245176281016165,384.5,0.0311109313051218,1,0.0100917925296019,-0.00686064343768654,6.06072591057757,0.505060492548131,0.538461538461538,0.000577689779082836,0.0570660426080839,0.276176313081184,1
-0.00591496489392653,0.300242513313567,0.0379535634056406,0.221018857290511,0.143845580107097,0.0712503310991847,-0.0924725363193119,-0.0856542742329841,0.00698086036454507,1,2.4870977753182,2.73013846555075,0.181818181818182,0.227272727272727,0.409090909090909,0.136363636363636,0.416666666666667,0.0141160760451788,0.0231163666736143,384.5,0.0311109313051218,1,0.0119871316755914,-0.00770604469327599,6.14179073513867,0.511815894594889,0.230769230769231,0.0022224006718271,0.0581188841382811,0.195516783597768,1
0.0601166345728509,0.281346103666853,0.0513099204911569,0.320594257259906,0.133253118248563,0.184081167935562,-0.107965274832365,-0.0642383101713669,0.00180137871932247,0.5,2.70669024768577,2.72536332949369,0.227272727272727,0.227272727272727,0.454545454545455,0.0909090909090909,0.458333333333333,0.00884519972465577,0.0051045698866257,384.5,0.0311109313051218,1,0.0111044265207136,-0.00899710623603044,6.54313841906662,0.545261534922218,0.426573426573427,0.00691075762346089,0.0509260748335636,0.226458189046211,1
0.0560063775355955,0.292326849712919,0.0422776129065714,0.295856174936469,0.137096356023891,0.144845547025104,-0.113006746256178,-0.122759740785928,0.00331021928121464,1,2.7331057714508,2.81324535728849,0.272727272727273,0.181818181818182,0.318181818181818,0.181818181818182,0.458333333333333,0.0132052242362637,0.0107610854917255,384.5,0.0311109313051218,1,0.0114246963353243,-0.00941722885468154,6.62016405635536,0.551680338029613,0.244755244755245,0.00499931369222836,0.0524161366119595,0.228641847506211,1
0.0499993237060185,0.263623083871207,0.0746577956396879,0.225195037000157,0.103239045831809,0.125105899634342,-0.0946947125167984,-0.0617000508914826,0.00622238172775632,1,2.64514694416161,2.88885365843471,0.227272727272727,0.227272727272727,0.409090909090909,0.0909090909090909,0.541666666666667,0.0138218686737767,0.0242403940137523,384.5,0.0311109313051218,1,0.00860325381931738,-0.00789122604306653,6.93726378966023,0.578105315805019,0.510489510489511,0.00470726872772355,0.0486104904519506,0.178882094404849,1
0.0363039604225132,0.276138002369473,0.0822286797149133,0.263612426348746,0.118675243932265,0.132119582632859,-0.0707523170382052,-0.0744758261976875,0.00693908864721508,1,2.70588029160449,2.77595446872552,0.272727272727273,0.272727272727273,0.363636363636364,0.0909090909090909,0.5,0.0123319652343441,0.028555861992283,384.5,0.0311109313051218,1,0.00988960366102206,-0.00589602641985043,6.3782391507135,0.531519929226125,0.398601398601399,0.00539549952764634,0.0551488146575337,0.202064762914873,1
0.0550023508284106,0.214991944733005,0.0527684489131535,0.233437343105629,0.128531730744581,0.137024865251684,-0.0775832370002172,-0.0695899996355586,0.00338060753255068,1,2.86012520890112,2.82674610038189,0.181818181818182,0.227272727272727,0.454545454545455,0.0909090909090909,0.5,0.0147957842543377,0.0150182325509476,384.5,0.0311109313051218,1,0.0107109775620484,-0.0064652697500181,7.02886643899267,0.585738869916056,0.412587412587413,0.00667327421238366,0.0382611577779237,0.184065924296347,1
0.0762966983530045,0.237634775144824,0.0615367220054604,0.284329002784736,0.13805271103681,0.132448909591622,-0.087622218996125,-0.0971743200409404,0.00243728162153858,1,2.64275237649696,2.65214400427109,0.181818181818182,0.181818181818182,0.363636363636364,0.181818181818182,0.416666666666667,0.0202534967936178,0.0044111241522065,384.5,0.0311109313051218,1,0.0115043925864008,-0.00730185158301042,6.17041656558678,0.514201380465565,0.244755244755245,0.00807354252111352,0.0506781568304249,0.236978876753006,1
0.0857809424386115,0.225487389711257,0.113798586004178,0.287073577733395,0.167751736042069,0.173867862828051,-0.0415182353338382,-0.0542397590421965,0.00633541002507333,1,2.69770028850177,2.73690385308316,0.272727272727273,0.181818181818182,0.318181818181818,0.0909090909090909,0.416666666666667,0.0144873562276052,0.0254963203700847,384.5,0.0311109313051218,1,0.0139793113368391,-0.00345985294448652,6.80164994017987,0.566804161681656,0.356643356643357,0.00768846637031599,0.0369346866768354,0.177245018144286,1
